....helium3d scene converter utility (.3ds to .scene)
....helium3d (c) 2000-2001 acid.z51
....usage: he3d_3ds2scene in.3ds out.scene [scale]
....usage: he3d_3ds2scene in.3ds -extract meshname [outfilename]

....loading rotacja.3DS file
      + node: BOX208 (mesh)
      + node: BOX209 (mesh)
      + node: BOX210 (mesh)
      + node: BOX211 (mesh)
      + node: BOX212 (mesh)
      + node: BOX213 (mesh)
      + node: BOX214 (mesh)
      + node: BOX215 (mesh)
      + node: BOX216 (mesh)
      + node: BOX217 (mesh)
      + node: BOX218 (mesh)
      + node: BOX219 (mesh)
      + node: BOX220 (mesh)
      + node: BOX221 (mesh)
      + node: BOX222 (mesh)
      + node: BOX223 (mesh)
      + node: BOX224 (mesh)
      + node: BOX225 (mesh)
      + node: BOX226 (mesh)
      + node: BOX227 (mesh)
      + node: BOX228 (mesh)
      + node: BOX229 (mesh)
      + node: BOX230 (mesh)
      + node: BOX231 (mesh)
      + node: BOX232 (mesh)
      + node: BOX233 (mesh)
      + node: BOX234 (mesh)
      + node: BOX235 (mesh)
     + node: CAMERA01 (camera)
     + node: CAMERA01.TARGET (target)
     + node: CAMERA02 (camera)
     + node: CAMERA02.TARGET (target)
