
....loading scene.3ds file
     + node: ZIEMIAA01 (mesh)
     + node: KRZAK01 (mesh)
     + node: DONICA (mesh)
     + node: KRZAK02 (mesh)
     + node: DONICA01 (mesh)
     + node: KRZAK03 (mesh)
     + node: DONICA02 (mesh)
     + node: KRZAK05 (mesh)
     + node: DONICA04 (mesh)
     + node: KRZAK06 (mesh)
     + node: DONICA05 (mesh)
     + node: KRZAK07 (mesh)
     + node: DONICA06 (mesh)
     + node: KRZAK08 (mesh)
     + node: DONICA07 (mesh)
     + node: KRZAK09 (mesh)
     + node: DONICA08 (mesh)
     + node: KRZAK10 (mesh)
     + node: DONICA09 (mesh)
     + node: KRZAK11 (mesh)
     + node: DONICA10 (mesh)
     + node: BECZKA01 (mesh)
     + node: BECZKA02 (mesh)
     + node: BECZKA03 (mesh)
     + node: BECZKA04 (mesh)
     + node: BECZKA05 (mesh)
     + node: BECZKA06 (mesh)
     + node: SKRZYNIA01 (mesh)
     + node: SKRZYNIA02 (mesh)
     + node: SKRZYNIA03 (mesh)
     + node: SKRZYNIA04 (mesh)
     + node: SKRZYNIA05 (mesh)
     + node: SKRZYNIA06 (mesh)
     + node: SKRZYNIA07 (mesh)
     + node: SKRZYNIA08 (mesh)
     + node: SKRZYNIA09 (mesh)
     + node: SKRZYNIA10 (mesh)
     + node: SKRZYNIA11 (mesh)
     + node: SKRZYNIA12 (mesh)
     + node: SKRZYNIA13 (mesh)
     + node: SKRZYNIA14 (mesh)
     + node: SKRZYNIA15 (mesh)
     + node: SKRZYNIA16 (mesh)
     + node: SKRZYNIA17 (mesh)
     + node: SKRZYNIA18 (mesh)
     + node: SKRZYNIA19 (mesh)
     + node: SKRZYNIA20 (mesh)
     + node: OKNO01 (mesh)
     + node: OKNO02 (mesh)
     + node: BOX249 (mesh)
     + node: BOX248 (mesh)
     + node: BOX247 (mesh)
     + node: BOX246 (mesh)
     + node: BOX245 (mesh)
     + node: PLANE49 (mesh)
     + node: BOX239 (mesh)
     + node: BOX238 (mesh)
     + node: BOX237 (mesh)
     + node: BOX236 (mesh)
     + node: BOX235 (mesh)
     + node: PLANE47 (mesh)
     + node: BOX234 (mesh)
     + node: BOX233 (mesh)
     + node: BOX232 (mesh)
     + node: BOX231 (mesh)
     + node: BOX230 (mesh)
     + node: PLANE46 (mesh)
     + node: BOX229 (mesh)
     + node: BOX228 (mesh)
     + node: BOX227 (mesh)
     + node: BOX226 (mesh)
     + node: BOX225 (mesh)
     + node: PLANE45 (mesh)
     + node: BOX224 (mesh)
     + node: BOX223 (mesh)
     + node: BOX222 (mesh)
     + node: BOX221 (mesh)
     + node: BOX220 (mesh)
     + node: PLANE44 (mesh)
     + node: BOX214 (mesh)
     + node: BOX213 (mesh)
     + node: BOX212 (mesh)
     + node: BOX211 (mesh)
     + node: BOX210 (mesh)
     + node: PLANE42 (mesh)
     + node: BOX209 (mesh)
     + node: BOX208 (mesh)
     + node: BOX207 (mesh)
     + node: BOX206 (mesh)
     + node: BOX205 (mesh)
     + node: PLANE41 (mesh)
     + node: BOX204 (mesh)
     + node: BOX203 (mesh)
     + node: BOX202 (mesh)
     + node: BOX201 (mesh)
     + node: BOX200 (mesh)
     + node: PLANE40 (mesh)
     + node: BOX256 (mesh)
     + node: BOX255 (mesh)
     + node: BOX254 (mesh)
     + node: BOX253 (mesh)
     + node: BOX252 (mesh)
     + node: BOX251 (mesh)
     + node: PLANE50 (mesh)
     + node: BOX250 (mesh)
     + node: BOX184 (mesh)
     + node: BOX183 (mesh)
     + node: BOX182 (mesh)
     + node: BOX181 (mesh)
     + node: BOX180 (mesh)
     + node: PLANE36 (mesh)
     + node: BOX179 (mesh)
     + node: BOX178 (mesh)
     + node: BOX177 (mesh)
     + node: BOX176 (mesh)
     + node: PLANE35 (mesh)
     + node: BOX175 (mesh)
     + node: BOX174 (mesh)
     + node: BOX173 (mesh)
     + node: BOX172 (mesh)
     + node: BOX171 (mesh)
     + node: PLANE34 (mesh)
     + node: BOX170 (mesh)
     + node: BOX169 (mesh)
     + node: BOX168 (mesh)
     + node: BOX167 (mesh)
     + node: BOX166 (mesh)
     + node: BOX165 (mesh)
     + node: PLANE33 (mesh)
     + node: BOX164 (mesh)
     + node: BOX163 (mesh)
     + node: BOX162 (mesh)
     + node: BOX161 (mesh)
     + node: BOX160 (mesh)
     + node: PLANE32 (mesh)
     + node: BOX154 (mesh)
     + node: BOX153 (mesh)
     + node: BOX152 (mesh)
     + node: BOX151 (mesh)
     + node: BOX150 (mesh)
     + node: PLANE30 (mesh)
     + node: BOX149 (mesh)
     + node: BOX148 (mesh)
     + node: BOX147 (mesh)
     + node: BOX146 (mesh)
     + node: BOX145 (mesh)
     + node: PLANE29 (mesh)
     + node: BOX144 (mesh)
     + node: BOX143 (mesh)
     + node: BOX142 (mesh)
     + node: PLANE28 (mesh)
     + node: BOX141 (mesh)
     + node: BOX140 (mesh)
     + node: BOX139 (mesh)
     + node: BOX138 (mesh)
     + node: BOX137 (mesh)
     + node: BOX136 (mesh)
     + node: PLANE27 (mesh)
     + node: BOX135 (mesh)
     + node: BOX92 (mesh)
     + node: BOX91 (mesh)
     + node: BOX90 (mesh)
     + node: BOX89 (mesh)
     + node: BOX88 (mesh)
     + node: PLANE18 (mesh)
     + node: BOX77 (mesh)
     + node: BOX76 (mesh)
     + node: BOX75 (mesh)
     + node: BOX74 (mesh)
     + node: BOX73 (mesh)
     + node: PLANE15 (mesh)
     + node: CAMERA01 (camera)
     + node: CAMERA01.TARGET (target)
     + node: NIEBO (mesh)
